Name,Year_of_Release,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales
Worldwide Soccer Manager 2006,2004.0,Sports,Sega,0.0,0.01,0.0,0.0,0.02
DuckTales: Remastered,2013.0,Action,Capcom,0.0,0.01,0.0,0.0,0.02
4 Play Collection - Dark Mysteries,2014.0,Misc,Avanquest Software,0.0,0.01,0.0,0.0,0.02
Evil Genius,2004.0,Strategy,Vivendi Games,0.0,0.01,0.0,0.0,0.02
Imperium Romanum,2008.0,Strategy,Kalypso Media,0.0,0.01,0.0,0.0,0.02
Contrast,2013.0,Platform,Focus Home Interactive,0.0,0.01,0.0,0.0,0.01
Turok,2008.0,Action,Touchstone,0.0,0.01,0.0,0.0,0.01
Legoland,1999.0,Action,LEGO Media,0.0,0.01,0.0,0.0,0.01
Valentino Rossi: The Game,2016.0,Racing,Namco Bandai Games,0.0,0.01,0.0,0.0,0.01
Sengoku,2011.0,Strategy,Paradox Interactive,0.0,0.01,0.0,0.0,0.01
Ship Simulator 2008,2007.0,Simulation,Lighthouse Interactive,0.0,0.01,0.0,0.0,0.01
NBA 2K17,2016.0,Sports,Take-Two Interactive,0.0,0.01,0.0,0.0,0.01
Rise of Flight: Iron Cross Edition,2010.0,Simulation,Aerosoft,0.01,0.0,0.0,0.0,0.01
Guild Wars: Factions,2006.0,Role-Playing,NCSoft,0.0,0.01,0.0,0.0,0.01
Total War Attila: Tyrants & Kings,2016.0,Strategy,Koch Media,0.0,0.01,0.0,0.0,0.01
Coronation Street: The Mystery of the Missing Hotpot Recipe,2011.0,Adventure,Avanquest,0.0,0.01,0.0,0.0,0.01
Codename: Panzers Phase Two,2005.0,Strategy,CDV Software Entertainment,0.0,0.01,0.0,0.0,0.01
The Last Remnant,2009.0,Role-Playing,Square Enix,0.0,0.01,0.0,0.0,0.01
Call of Juarez,2006.0,Shooter,Ubisoft,0.0,0.01,0.0,0.0,0.01
Unreal Tournament 2003,2002.0,Shooter,Atari,0.0,0.01,0.0,0.0,0.01
Neverwinter Nights 2: Mask of the Betrayer,2007.0,Role-Playing,Atari,0.0,0.01,0.0,0.0,0.01
Rayman Raving Rabbids,2006.0,Misc,Ubisoft,0.0,0.01,0.0,0.0,0.01
War for the Overworld,2015.0,Strategy,Unknown,0.0,0.01,0.0,0.0,0.01
Grand Theft Auto III,2002.0,Action,Take-Two Interactive,0.0,0.01,0.0,0.0,0.01
Digger Simulator,2011.0,Simulation,Excalibur Publishing,0.0,0.01,0.0,0.0,0.01
The Technomancer,2016.0,Role-Playing,Focus Home Interactive,0.0,0.01,0.0,0.0,0.01
Football Manager Live,2009.0,Sports,Sega,0.0,0.01,0.0,0.0,0.01
Impossible Creatures,2002.0,Strategy,Microsoft Game Studios,0.0,0.01,0.0,0.0,0.01
Serious Sam II,2005.0,Shooter,Take-Two Interactive,0.0,0.01,0.0,0.0,0.01
Blitzkrieg 2 Anthology,2008.0,Strategy,Ascaron Entertainment GmbH,0.0,0.01,0.0,0.0,0.01
Fernbus Simulator,2016.0,Simulation,Aerosoft,0.0,0.01,0.0,0.0,0.01
IL-2 Sturmovik,2001.0,Simulation,Blue Byte,0.0,0.01,0.0,0.0,0.01
Theatre Of War,2007.0,Strategy,Kalypso Media,0.0,0.01,0.0,0.0,0.01
Virtua Tennis 3,2007.0,Sports,Sega,0.0,0.01,0.0,0.0,0.01
Dark Parables: The Exiled Prince,2011.0,Puzzle,Unknown,0.0,0.01,0.0,0.0,0.01
Brain Exercise With Dr. Kawashima,2009.0,Puzzle,Namco Bandai Games,0.0,0.01,0.0,0.0,0.01
Sherlock Holmes: The Devil's Daughter,2016.0,Adventure,Bigben Interactive,0.0,0.01,0.0,0.0,0.01
Football Manager 2005,2004.0,Sports,Sega,0.0,0.01,0.0,0.0,0.01
BattleForge,2009.0,Strategy,Electronic Arts,0.0,0.01,0.0,0.0,0.01
Mystery Legends: Beauty and the Beast,2012.0,Puzzle,Focus Multimedia,0.0,0.01,0.0,0.0,0.01
Rail Simulator,2007.0,Simulation,Electronic Arts,0.0,0.01,0.0,0.0,0.01
Spider-Man: Friend or Foe,2007.0,Action,Activision,0.01,0.0,0.0,0.0,0.01
BlazBlue: Calamity Trigger,2010.0,Fighting,PQube,0.0,0.01,0.0,0.0,0.01
Harry Potter and the Chamber of Secrets,2002.0,Action,Electronic Arts,0.0,0.01,0.0,0.0,0.01
MXGP 2,2016.0,Racing,Milestone S.r.l.,0.0,0.01,0.0,0.0,0.01
Marvel: Ultimate Alliance,2006.0,Role-Playing,Activision,0.01,0.0,0.0,0.0,0.01
Battle Worlds: Kronos,2016.0,Strategy,Nordic Games,0.0,0.01,0.0,0.0,0.01
Jewel Quest II,2007.0,Puzzle,Avanquest,0.0,0.01,0.0,0.0,0.01
F.E.A.R. Perseus Mandate,2007.0,Shooter,Vivendi Games,0.01,0.0,0.0,0.0,0.01
Farming Simulator 15 Expansion Pack,2015.0,Action,Focus Home Interactive,0.0,0.01,0.0,0.0,0.01
Deus Ex,2000.0,Role-Playing,Eidos Interactive,0.0,0.01,0.0,0.0,0.01
Tiger Woods PGA Tour 2005,2004.0,Sports,Electronic Arts,0.0,0.01,0.0,0.0,0.01
Sonic & All-Stars Racing Transformed,2013.0,Racing,Sega,0.0,0.01,0.0,0.0,0.01
TimeShift,2007.0,Shooter,Vivendi Games,0.01,0.0,0.0,0.0,0.01
Championship Manager 2010,2009.0,Sports,Eidos Interactive,0.0,0.01,0.0,0.0,0.01
The Chronicles of Riddick: Assault on Dark Athena,2009.0,Shooter,Vivendi Games,0.0,0.01,0.0,0.0,0.01
Conflict: Denied Ops,2008.0,Shooter,Eidos Interactive,0.0,0.01,0.0,0.0,0.01
FlatOut: Ultimate Carnage,2008.0,Racing,Empire Interactive,0.0,0.01,0.0,0.0,0.01
Battlestations: Midway,2007.0,Strategy,Eidos Interactive,0.0,0.01,0.0,0.0,0.01
Cities: Skylines Snowfall,2016.0,Simulation,Paradox Development,0.0,0.01,0.0,0.0,0.01
Dungeons & Dragons: Neverwinter Nights - Complete,2011.0,Misc,Atari,0.01,0.0,0.0,0.0,0.01
The Train Giant,2012.0,Strategy,Ascaron Entertainment,0.0,0.01,0.0,0.0,0.01
Monster Jam,2007.0,Racing,Activision,0.01,0.0,0.0,0.0,0.01
Act of Aggression,2015.0,Strategy,Focus Home Interactive,0.0,0.01,0.0,0.0,0.01
Fallout Anthology,2015.0,Action,Bethesda Softworks,0.0,0.01,0.0,0.0,0.01
TrackMania Turbo,2016.0,Action,Ubisoft,0.0,0.01,0.0,0.0,0.01
Minds and Mystery: 5 Game Pack,2014.0,Action,Focus Multimedia,0.0,0.01,0.0,0.0,0.01
Gobliiins 4,2009.0,Adventure,Kalypso Media,0.0,0.01,0.0,0.0,0.01
Juiced 2: Hot Import Nights,2007.0,Racing,THQ,0.0,0.01,0.0,0.0,0.01
Poker for Dummies,2008.0,Misc,Electronic Arts,0.0,0.01,0.0,0.0,0.01
Command & Conquer Renegade,2002.0,Shooter,Electronic Arts,0.0,0.01,0.0,0.0,0.01
Ride 2,2016.0,Racing,Milestone S.r.l,0.0,0.01,0.0,0.0,0.01
Colin McRae Rally 04,2004.0,Racing,Codemasters,0.0,0.01,0.0,0.0,0.01
Rugby World Cup 2015,2015.0,Sports,Ubisoft,0.0,0.01,0.0,0.0,0.01
Tropico 3: Gold Edition,2010.0,Strategy,Kalypso Media,0.0,0.01,0.0,0.0,0.01
Icewind Dale II,2002.0,Role-Playing,Interplay,0.0,0.01,0.0,0.0,0.01
Pro Evolution Soccer 2010,2009.0,Sports,Konami Digital Entertainment,0.0,0.01,0.0,0.0,0.01
Alone in the Dark,2008.0,Adventure,Atari,0.0,0.01,0.0,0.0,0.01
Clive Barker's Jericho,2007.0,Shooter,Codemasters,0.0,0.01,0.0,0.0,0.01
Grand Prix Legends,1997.0,Racing,Vivendi Games,0.0,0.01,0.0,0.0,0.01
Madagascar: Escape 2 Africa,2008.0,Action,Activision,0.01,0.0,0.0,0.0,0.01
Sega Rally Revo,2007.0,Racing,Sega,0.0,0.01,0.0,0.0,0.01
Winning Eleven: Pro Evolution Soccer 2007,2006.0,Sports,Konami Digital Entertainment,0.0,0.01,0.0,0.0,0.01
King's Bounty: Armored Princess,2009.0,Role-Playing,1C Company,0.0,0.01,0.0,0.0,0.01
Transformers: Fall of Cybertron,2012.0,Action,Activision,0.01,0.0,0.0,0.0,0.01
"Transformers: War for Cybertron (XBox 360, PS3, & PC Versions)",2010.0,Shooter,Activision,0.01,0.0,0.0,0.0,0.01
Legacy of Kain: Defiance,2003.0,Action,Eidos Interactive,0.0,0.01,0.0,0.0,0.01
Codename: Panzers Complete Collection,2016.0,Strategy,Nordic Games,0.0,0.01,0.0,0.0,0.01
Trine,2009.0,Action,Nobilis,0.0,0.01,0.0,0.0,0.01
The Amazing Spider-Man 2 (2014),2014.0,Action,Activision,0.0,0.01,0.0,0.0,0.01
The Treasures of Mystery Island 3 Pack - Save Mystery Island!,2011.0,Puzzle,Unknown,0.01,0.0,0.0,0.0,0.01
Deal or No Deal,2006.0,Misc,Focus Home Interactive,0.0,0.01,0.0,0.0,0.01
Hospital Tycoon,2007.0,Strategy,Codemasters,0.0,0.01,0.0,0.0,0.01
Agatha Christie: Peril at End House,2009.0,Adventure,JoWood Productions,0.0,0.01,0.0,0.0,0.01
The Rise of the Argonauts,2008.0,Role-Playing,Codemasters,0.0,0.01,0.0,0.0,0.01
Summer Athletics,2008.0,Sports,DTP Entertainment,0.0,0.01,0.0,0.0,0.01
Bookworm Deluxe,2006.0,Puzzle,PopCap Games,0.01,0.0,0.0,0.0,0.01
End of Nations,2012.0,Strategy,Trion Worlds,0.01,0.0,0.0,0.0,0.01
Worms 2,1997.0,Strategy,Microprose,0.0,0.01,0.0,0.0,0.01
Pony Friends 2,2009.0,Simulation,Eidos Interactive,0.0,0.01,0.0,0.0,0.01
Metal Gear Solid V: Ground Zeroes,2014.0,Action,Konami Digital Entertainment,0.0,0.01,0.0,0.0,0.01
Breach,2011.0,Shooter,Destineer,0.01,0.0,0.0,0.0,0.01
STORM: Frontline Nation,2011.0,Strategy,Unknown,0.0,0.01,0.0,0.0,0.01
15 Days,2009.0,Adventure,DTP Entertainment,0.0,0.01,0.0,0.0,0.01
